iso3,year,ncd_mort
SOM,2008,31.6
SOM,2018,32.5
AGO,2002,29.4
LBY,2015,21.9
TGO,2020,23.0
TUN,2010,20.0
CPV,2009,12.5
RWA,2002,31.8
TCD,2020,23.1
SOM,2014,27.2
GNB,2019,23.8
LBR,2010,24.8
MAR,2003,23.4
NER,2003,20.7
NER,2014,20.4
SOM,2005,35.8
BEN,2010,20.0
ETH,2010,18.8
LSO,2001,27.9
TUN,2018,11.7
SSD,2003,22.1
GIN,2002,25.0
SYC,2013,20.9
AGO,2000,30.5
MAR,2021,21.3
MOZ,2000,21.9
NER,2011,20.4
DJI,2007,22.9
ZAF,2016,24.1
COM,2002,24.7
CPV,2004,13.4
MOZ,2016,30.2
TZA,2018,19.2
CPV,2003,16.2
NGA,2000,20.9
EGY,2001,23.8
LBY,2000,20.0
EGY,2007,23.7
BWA,2012,25.6
BWA,2013,25.7
BWA,2021,20.3
DZA,2019,14.0
MAR,2013,22.6
SYC,2013,25.6
UGA,2015,21.7
TUN,2011,16.0
LSO,2007,30.5
STP,2013,19.8
GNQ,2009,20.2
SSD,2018,18.1
BFA,2009,25.3
MLI,2008,25.1
KEN,2012,14.9
BDI,2013,24.5
KEN,2006,17.1
MUS,2008,20.1
MAR,2018,22.7
GMB,2000,21.1
DZA,2007,14.9
MOZ,2012,22.3
GMB,2007,26.1
GHA,2019,22.8
GNQ,2018,22.1
COD,2001,26.9
TGO,2003,28.5
MLI,2003,21.5
ERI,2013,32.4
GNB,2011,24.9
NAM,2007,28.6
MWI,2020,29.6
TUN,2007,20.6
SYC,2014,15.9
DZA,2018,15.1
SLE,2010,27.0
CMR,2017,25.7
ZAF,2009,24.9
DJI,2018,23.5
MRT,2017,18.3
TCD,2010,25.5
ETH,2017,17.1
STP,2001,21.4
MRT,2011,15.2
GMB,2011,25.4
CIV,2016,23.8
SSD,2018,21.2
GHA,2018,26.7
DJI,2013,22.3
GNQ,2000,30.8
ZAF,2013,21.8
ERI,2019,30.1
DZA,2006,16.5
AGO,2021,26.9
TCD,2014,23.0
TGO,2013,24.0
KEN,2020,17.4
SOM,2013,30.5
EGY,2020,21.6
KEN,2018,20.0
SOM,2008,35.3
TUN,2004,21.4
ERI,2013,25.9
GIN,2002,24.9
LSO,2014,36.5
NAM,2013,22.1
SDN,2021,22.4
BFA,2005,25.2
GMB,2008,21.1
BFA,2012,29.2
GNQ,2001,26.1
NAM,2006,19.9
UGA,2012,22.6
GMB,2010,22.8
DJI,2019,21.5
EGY,2019,21.9
GNB,2010,28.1
COM,2014,21.6
MOZ,2009,35.2
DZA,2007,17.5
MUS,2010,18.8
GNB,2019,26.1
KEN,2013,17.9
SWZ,2018,35.7
ERI,2012,29.0
AGO,2015,26.1
CPV,2019,17.3
GNQ,2010,21.1
BWA,2006,18.8
GAB,2015,27.9
CAF,2019,32.5
GIN,2016,25.2
MLI,2004,21.5
GAB,2012,25.9
GNB,2008,28.4
BDI,2006,27.3
GIN,2021,22.9
SSD,2007,21.1
MDG,2003,29.8
SDN,2006,24.2
COD,2005,26.5
ETH,2013,17.3
KEN,2021,17.8
TUN,2001,14.4
LBR,2005,23.4
ZAF,2012,27.9
MAR,2004,23.8
GHA,2015,20.7
TCD,2000,25.6
RWA,2013,20.6
TUN,2020,15.1
NAM,2002,30.8
DJI,2014,21.5
RWA,2017,20.5
SYC,2006,24.1
GHA,2009,23.2
CPV,2018,17.3
UGA,2014,18.7
TGO,2011,24.2
TUN,2006,20.8
EGY,2005,35.6
MLI,2019,24.2
CPV,2012,17.5
CMR,2021,25.3
NGA,2008,17.1
GIN,2018,24.9
COG,2010,27.4
SEN,2014,23.9
MOZ,2009,27.1
CMR,2018,23.1
NGA,2013,16.8
MDG,2016,26.1
BFA,2000,29.3
SYC,2008,29.7
MWI,2016,22.8
EGY,2000,28.2
GMB,2005,26.9
TZA,2001,19.2
ZMB,2014,22.8
GNQ,2013,18.8
GNB,2004,27.1
ZMB,2006,23.2
AGO,2018,21.6
TCD,2021,23.4
RWA,2012,19.3
MRT,2000,17.9
ZMB,2000,25.8
RWA,2004,25.0
GIN,2016,26.1
CAF,2009,26.8
TZA,2002,21.1
NGA,2014,17.6
BEN,2000,20.7
BEN,2007,25.0
MLI,2011,26.7
BWA,2015,23.1
MDG,2021,26.1
BDI,2021,26.2
UGA,2007,25.1
BWA,2008,23.9
SEN,2020,23.4
GIN,2014,25.9
CPV,2021,11.9
SOM,2000,29.7
MUS,2006,26.6
NAM,2019,18.9
BFA,2000,23.4
SDN,2000,27.7
DJI,2020,23.8
GAB,2004,21.1
SOM,2006,31.6
MDG,2015,26.1
COG,2015,23.4
NGA,2004,20.0
MAR,2007,23.7
COD,2011,24.6
CIV,2004,16.8
SDN,2020,22.1
MUS,2021,27.0
LBR,2006,23.6
MUS,2020,27.7
TUN,2005,17.3
BDI,2008,25.3
NAM,2017,19.9
KEN,2001,15.6
SEN,2017,22.1
NER,2020,21.2
ETH,2006,20.7
SLE,2005,26.4
SEN,2007,23.7
MRT,2010,18.1
CAF,2006,39.4
GIN,2021,23.6
GMB,2009,21.0
TZA,2018,17.2
CIV,2002,21.8
SEN,2004,24.7
SEN,2003,23.0
MUS,2003,28.4
MDG,2001,30.0
NER,2011,20.2
MRT,2021,16.1
LBR,2001,21.4
AGO,2003,31.5
COD,2011,27.1
TGO,2017,26.7
UGA,2008,29.1
ZMB,2006,19.9
ETH,2003,23.0
EGY,2007,29.5
DJI,2009,22.0
SOM,2011,29.6
SSD,2011,19.1
DZA,2007,16.2
ZMB,2013,25.7
ERI,2013,28.9
ETH,2012,18.0
SWZ,2014,29.5
AGO,2006,27.9
LSO,2014,34.7
STP,2002,20.8
BEN,2016,22.2
TGO,2016,23.8
ZMB,2001,25.2
CMR,2004,27.4
LSO,2003,30.0
DZA,2011,15.1
MRT,2020,20.4
MLI,2020,22.5
GNQ,2018,21.0
MAR,2002,23.5
TGO,2002,28.3
MUS,2000,22.6
ZMB,2002,25.3
SOM,2015,33.3
BFA,2009,22.7
GHA,2002,24.3
COG,2020,21.4
ZMB,2003,21.9
TCD,2011,25.3
BFA,2018,27.7
ZAF,2015,27.9
GMB,2019,23.0
SYC,2013,15.7
ETH,2005,22.2
ETH,2020,16.9
SEN,2017,22.6
ZWE,2015,33.5
MDG,2018,26.5
SLE,2012,26.4
RWA,2011,19.4
MRT,2010,15.4
STP,2009,21.1
NER,2013,21.2
TZA,2017,18.8
STP,2009,19.9
SLE,2000,22.8
MWI,2015,27.2
GNQ,2011,20.2
TGO,2000,31.4
UGA,2004,24.2
CAF,2005,25.7
GNB,2020,26.8
ZWE,2011,34.7
LBR,2010,23.6
ZMB,2019,26.7
SEN,2014,23.3
GHA,2009,25.7
DZA,2000,18.0
TGO,2018,26.5
SLE,2007,27.3
LBY,2013,19.2
BEN,2017,19.3
GIN,2015,25.3
CIV,2014,27.8
CIV,2015,20.7
MWI,2009,24.6
TCD,2017,25.7
LBR,2015,24.1
CPV,2015,12.6
COG,2005,30.6
SOM,2013,33.9
ZWE,2019,32.6
SEN,2013,22.4
GAB,2000,24.7
GMB,2014,25.6
MLI,2004,24.7
CIV,2005,24.7
STP,2000,22.0
ERI,2000,28.3
GAB,2018,21.9
BFA,2016,25.2
COG,2013,24.1
MAR,2011,22.9
UGA,2014,26.0
MAR,2009,22.9
MOZ,2007,18.9
MUS,2019,17.7
MUS,2011,29.2
EGY,2020,26.0
COD,2001,28.9
LBR,2020,23.1
TUN,2008,13.0
BEN,2007,22.1
ZAF,2002,27.6
DJI,2015,20.1
COD,2006,26.2
GNQ,2019,21.1
CAF,2011,40.9
SYC,2000,31.4
BFA,2013,22.5
GAB,2010,22.9
ZWE,2012,33.7
SOM,2003,32.3
SWZ,2016,28.9
TGO,2011,31.7
CAF,2011,34.9
MUS,2010,29.8
NAM,2017,27.6
GNB,2004,34.9
MWI,2019,26.1
NER,2019,21.3
MOZ,2006,16.2
MWI,2013,22.1
UGA,2017,18.1
CIV,2011,27.9
SWZ,2018,29.1
AGO,2021,22.7
SYC,2019,16.2
MWI,2005,24.7
BWA,2020,21.2
SSD,2001,18.9
MRT,2019,18.4
MRT,2014,15.8
CMR,2020,25.3
CAF,2021,30.8
NER,2008,19.4
SSD,2008,17.4
TGO,2010,28.1
CPV,2002,13.8
MRT,2007,15.7
EGY,2002,29.8
MOZ,2020,37.9
BEN,2021,20.8
SLE,2009,26.9
SLE,2002,24.5
BFA,2014,25.3
DJI,2002,21.5
MLI,2011,24.9
EGY,2015,35.9
UGA,2007,29.9
CPV,2013,14.7
GNQ,2017,19.5
GNQ,2016,19.8
LBR,2003,20.9
CIV,2008,18.4
UGA,2016,18.4
SWZ,2004,33.3
CMR,2013,27.0
MAR,2016,23.4
UGA,2003,24.9
BDI,2019,25.5
SOM,2003,36.2
SEN,2013,23.7
ZWE,2016,33.8
BWA,2007,20.4
GMB,2008,23.6
SDN,2014,23.1
RWA,2017,22.6
SSD,2016,22.4
GNB,2016,29.5
MUS,2019,22.8
CMR,2001,30.0
LBY,2011,20.6
COG,2013,26.2
MRT,2006,18.7
CAF,2011,28.6
MWI,2018,26.0
ERI,2021,27.3
ERI,2017,30.8
TGO,2016,27.0
SWZ,2021,32.3
RWA,2013,19.1
GHA,2007,27.5
UGA,2003,33.7
MWI,2002,25.4
ETH,2018,17.0
CAF,2001,29.9
TCD,2015,26.1
SYC,2014,25.6
GNB,2016,24.5
LSO,2017,36.9
LBY,2001,22.1
NAM,2021,22.1
GMB,2007,21.1
ETH,2014,16.9
ZAF,2000,21.6
SEN,2001,24.5
MAR,2019,22.6
LSO,2017,40.7
LSO,2006,30.4
TUN,2017,15.4
STP,2016,21.3
CIV,2010,21.4
SOM,2001,33.0
NGA,2021,18.5
SDN,2012,24.1
LBR,2010,22.2
BDI,2000,34.1
TCD,2020,26.0
GNB,2021,28.2
GHA,2015,24.2
ZWE,2020,33.6
BDI,2004,29.7
GHA,2011,22.4
CIV,2016,20.8
COM,2015,20.9
NGA,2011,17.0
LBY,2007,19.7
GNQ,2008,20.9
COM,2016,20.8
SYC,2020,16.8
BFA,2010,22.5
MOZ,2004,27.7
SWZ,2000,26.2
TGO,2015,23.9
CMR,2014,27.2
CPV,2000,14.2
STP,2007,21.0
ERI,2016,28.0
RWA,2015,22.7
SYC,2011,26.2
EGY,2004,36.0
DJI,2015,23.1
COD,2002,28.3
NER,2015,20.3
GNB,2004,30.7
COD,2014,25.2
EGY,2004,24.2
GMB,2009,26.1
BWA,2002,14.1
BWA,2013,28.6
ERI,2014,28.5
COM,2013,21.1
TUN,2001,22.4
KEN,2003,15.9
GAB,2011,27.0
NER,2016,20.8
STP,2006,20.6
LBR,2005,22.0
GMB,2014,23.1
COG,2009,27.8
TUN,2004,17.6
ZWE,2007,29.0
DJI,2011,21.7
ZMB,2009,20.1
MUS,2011,18.7
LBY,2005,20.9
BEN,2015,22.5
TGO,2018,23.2
TUN,2002,14.2
NAM,2009,20.7
COG,2009,25.5
GIN,2017,25.0
GNB,2012,29.9
RWA,2021,18.5
ZAF,2005,28.5
SSD,2017,23.1
BWA,2007,26.7
GNB,2008,31.6
CPV,2014,17.1
CPV,2001,19.8
SLE,2003,24.9
SOM,2009,28.0
SDN,2005,23.7
SWZ,2006,33.8
AGO,2001,33.0
NGA,2002,20.7
ZAF,2010,26.2
TUN,2021,14.7
ZWE,2020,32.5
ETH,2018,17.1
ETH,2010,18.8
ZWE,2006,27.7
ZAF,2017,26.0
BDI,2015,23.0
DJI,2009,21.0
SSD,2002,22.2
GNQ,2014,18.5
STP,2011,19.2
LBR,2007,20.6
CAF,2000,40.6
TZA,2020,16.5
GNQ,2006,21.1
MRT,2003,19.6
TZA,2016,16.8
CAF,2002,30.0
GHA,2016,20.5
SLE,2012,26.0
GHA,2015,27.8
MOZ,2006,30.3
ZMB,2011,23.4
LBY,2013,18.2
SLE,2001,23.7
SWZ,2004,36.7
SDN,2015,22.9
CMR,2016,28.7
TZA,2008,16.1
LSO,2011,35.2
CAF,2008,32.5
MRT,2018,16.3
MRT,2004,22.1
GMB,2017,25.3
SOM,2001,36.9
LSO,2005,25.3
LBY,2002,21.2
GMB,2000,24.0
GNB,2019,29.3
SDN,2007,24.9
COD,2020,25.5
RWA,2017,18.8
TCD,2016,24.1
CIV,2021,23.9
NAM,2003,26.3
BEN,2004,25.2
GMB,2009,23.4
NGA,2000,19.2
COD,2016,26.7
ERI,2006,30.5
TZA,2011,17.3
COD,2000,24.8
COD,2019,23.0
MUS,2001,22.4
MDG,2017,27.3
SLE,2013,24.7
GMB,2011,20.7
GMB,2021,22.5
BDI,2005,28.5
GMB,2015,20.9
KEN,2019,18.6
GNQ,2004,23.2
MDG,2021,25.8
CPV,2011,14.4
TCD,2011,27.3
CMR,2019,24.9
ETH,2018,17.3
BWA,2011,27.8
ZMB,2008,22.9
NER,2000,21.1
MAR,2000,24.6
NAM,2000,22.7
LSO,2015,36.2
SYC,2012,26.3
SLE,2018,24.0
DZA,2020,12.8
LBR,2012,22.4
NAM,2008,19.0
MUS,2005,33.4
COD,2010,27.3
NGA,2005,21.1
GIN,2003,25.0
MLI,2017,26.4
ZAF,2018,25.6
UGA,2019,21.8
SDN,2000,25.6
BFA,2018,22.0
MRT,2013,20.3
GNB,2018,23.7
NAM,2018,19.3
MDG,2015,26.8
TCD,2019,25.6
LBR,2013,22.9
TCD,2019,24.0
MUS,2011,23.9
BFA,2010,28.7
NGA,2006,19.2
ETH,2015,17.1
GNQ,2007,19.9
COG,2002,32.1
COG,2010,24.9
MOZ,2008,34.2
SEN,2008,22.7
ZMB,2016,26.4
TUN,2015,11.9
ZWE,2003,25.3
MAR,2008,23.3
CIV,2019,23.3
TGO,2001,25.3
MRT,2012,18.3
COM,2019,20.3
COG,2010,26.2
DJI,2006,21.8
NAM,2009,24.2
LSO,2010,32.1
ZWE,2001,24.3
SYC,2016,16.2
GAB,2002,24.4
MWI,2014,26.5
TCD,2005,28.0
SWZ,2010,44.1
MDG,2012,27.2
KEN,2013,19.1
NER,2000,20.3
KEN,2020,20.4
GHA,2003,25.3
CPV,2011,17.0
SDN,2010,23.2
SWZ,2017,29.1
CMR,2019,27.1
NGA,2019,17.1
ERI,2020,25.4
DZA,2018,14.0
CIV,2017,20.8
LBY,2016,22.5
TCD,2010,23.6
GMB,2020,20.9
ZWE,2005,28.0
NGA,2021,16.9
LBR,2020,22.4
AGO,2012,21.9
ZWE,2007,28.2
EGY,2000,22.5
DZA,2017,14.1
SWZ,2003,35.6
BEN,2014,19.7
TZA,2004,20.6
ETH,2021,16.8
CIV,2020,21.2
SSD,2009,20.5
SLE,2011,26.7
TUN,2014,15.5
MLI,2000,25.8
GIN,2009,25.9
SYC,2012,21.3
KEN,2004,17.4
COM,2016,21.4
SEN,2021,21.3
MRT,2001,17.6
MOZ,2007,33.5
EGY,2014,23.2
NGA,2009,18.6
COD,2017,26.9
ZWE,2011,33.6
GNB,2007,28.9
COG,2001,34.1
RWA,2020,20.2
TZA,2011,18.3
ZWE,2017,33.4
TGO,2017,30.0
MWI,2016,25.1
SEN,2015,22.8
MRT,2019,20.1
LBY,2001,20.9
MLI,2005,27.2
MDG,2006,27.6
ETH,2014,17.0
ERI,2018,27.7
SYC,2011,15.6
RWA,2014,22.7
ZMB,2017,22.9
NAM,2019,27.6
CPV,2009,14.6
NGA,2013,17.9
SLE,2014,24.9
LBR,2019,20.7
TCD,2000,29.0
BWA,2020,24.5
ERI,2010,34.0
RWA,2013,22.7
CPV,2001,14.0
LBY,2014,19.9
BDI,2010,25.0
BEN,2014,22.3
COG,2003,30.1
DZA,2019,12.8
BEN,2012,20.2
TGO,2013,27.5
NGA,2016,16.3
MLI,2019,22.6
CIV,2003,26.3
STP,2001,22.0
GNQ,2012,19.7
COD,2004,26.9
SSD,2004,22.0
MDG,2002,29.5
TUN,2019,18.8
TCD,2001,29.0
COD,2012,26.9
CPV,2018,23.3
GNQ,2021,20.3
ZAF,2010,28.6
COG,2016,22.4
MUS,2007,32.6
GNB,2018,28.4
KEN,2009,18.4
STP,2008,21.6
MLI,2002,25.4
BEN,2019,24.0
DJI,2000,22.5
COG,2015,22.5
BFA,2018,24.5
MWI,2014,24.2
GMB,2016,25.3
EGY,2021,26.0
BWA,2001,32.5
ZMB,2019,23.2
SLE,2000,24.3
COM,2013,20.7
NGA,2016,18.3
BWA,2010,28.0
SWZ,2020,43.1
GHA,2000,24.5
SEN,2001,25.9
TZA,2020,17.9
CIV,2014,24.5
SEN,2019,23.0
ZMB,2018,20.2
SYC,2001,30.9
CIV,2009,19.8
AGO,2017,22.9
NGA,2009,20.0
COM,2012,21.1
ETH,2000,26.1
GMB,2001,24.2
BWA,2014,27.1
EGY,2009,24.3
MLI,2020,24.2
CAF,2014,39.2
COD,2009,25.1
COG,2013,25.2
LSO,2000,27.6
LSO,2020,33.7
UGA,2021,25.0
SOM,2014,30.2
UGA,2012,18.7
SWZ,2005,42.2
SDN,2016,22.8
COG,2000,36.3
MWI,2005,25.3
MOZ,2005,21.3
CAF,2015,33.0
LBR,2013,24.2
BFA,2013,25.4
GIN,2007,25.4
GMB,2004,21.9
AGO,2002,31.9
CPV,2005,13.3
STP,2005,20.4
SSD,2000,16.7
ERI,2014,25.6
MLI,2009,25.1
AGO,2013,27.1
COG,2012,25.8
DJI,2018,20.3
ETH,2005,21.8
DZA,2001,16.2
ZWE,2020,33.0
DJI,2012,22.0
AGO,2010,27.1
RWA,2005,27.8
CPV,2011,12.3
ETH,2008,19.9
NGA,2001,21.1
SOM,2020,29.3
ETH,2009,19.3
COD,2018,23.5
TGO,2006,24.5
CMR,2015,29.4
TUN,2015,19.1
EGY,2017,27.5
BEN,2001,26.2
SSD,2020,22.6
GAB,2003,25.0
TZA,2007,19.8
GNQ,2010,20.2
SYC,2010,27.1
GMB,2019,25.2
GNB,2020,23.9
MUS,2009,25.0
SOM,2021,27.6
MWI,2004,26.5
GAB,2005,24.1
GMB,2019,21.0
MLI,2013,26.8
MWI,2008,24.8
TGO,2008,28.6
CIV,2001,26.5
MUS,2008,31.4
SWZ,2014,38.7
LSO,2021,36.3
COM,2010,21.3
TGO,2019,26.1
COM,2017,20.5
STP,2019,19.5
STP,2005,20.6
GMB,2018,21.0
DJI,2011,20.8
TGO,2004,24.6
ZAF,2021,22.7
ERI,2000,39.8
GHA,2004,25.2
KEN,2004,16.6
BFA,2011,28.9
ZWE,2012,32.0
ERI,2005,26.4
COG,2000,36.7
BEN,2002,20.2
CAF,2013,32.4
BDI,2014,23.6
MDG,2000,28.6
NER,2017,20.7
KEN,2005,17.5
TGO,2009,32.5
SWZ,2020,28.3
LBR,2001,23.6
LSO,2013,32.2
BDI,2008,25.7
TZA,2009,19.4
CMR,2017,23.5
LBY,2019,20.9
COD,2021,23.9
GNQ,2001,28.5
MLI,2016,26.6
SEN,2003,24.0
SYC,2021,15.6
COM,2006,22.3
CMR,2003,27.7
ZWE,2013,33.3
NAM,2013,18.7
SDN,2004,25.0
MRT,2001,22.9
RWA,2007,23.0
BDI,2001,32.1
MUS,2012,18.5
DZA,2018,12.8
TUN,2012,15.7
DJI,2005,23.3
TZA,2017,17.7
BFA,2002,25.9
MOZ,2015,24.2
SYC,2006,17.2
MDG,2014,26.4
NGA,2018,18.1
COG,2007,25.7
ZWE,2014,33.2
SLE,2000,26.0
MOZ,2019,28.7
MLI,2007,24.8
GNB,2011,30.5
NER,2005,20.6
STP,2007,21.3
GIN,2006,25.5
UGA,2010,28.0
EGY,2009,35.7
SWZ,2001,32.4
CIV,2003,22.1
MUS,2017,17.5
GMB,2016,23.0
BDI,2001,33.3
GNB,2010,31.3
DJI,2004,22.7
CAF,2005,38.0
SOM,2017,32.8
LSO,2016,41.2
RWA,2005,25.1
SEN,2006,23.8
MWI,2003,26.4
STP,2003,20.8
SYC,2018,16.2
NGA,2012,18.0
GAB,2017,17.6
MRT,2005,18.7
NAM,2001,29.7
MAR,2010,22.9
DZA,2002,18.9
BFA,2006,22.9
ZAF,2006,24.9
MRT,2011,17.8
BEN,2018,21.6
ZAF,2004,28.6
SOM,2010,27.4
SEN,2013,23.0
ETH,2020,17.8
COD,2001,25.1
SSD,2007,17.7
TUN,2010,12.7
TCD,2021,23.9
SSD,2012,17.2
ZWE,2001,22.0
MRT,2014,18.1
SYC,2015,26.6
NER,2006,19.8
NER,2000,20.8
CMR,2012,30.1
GAB,2014,23.5
GIN,2012,27.0
ETH,2007,20.3
SYC,2020,8.7
SYC,2001,17.6
GAB,2007,22.7
BWA,2007,14.9
ETH,2013,17.2
BWA,2003,13.1
BWA,2004,11.6
MOZ,2019,23.3
GNB,2003,34.9
ZMB,2011,27.1
ZAF,2005,19.6
CAF,2018,32.8
MDG,2005,28.0
GMB,2002,21.5
GNQ,2004,23.8
CMR,2007,27.3
COM,2015,21.2
MOZ,2018,38.9
ZMB,2001,28.2
TCD,2007,23.1
SSD,2010,20.3
KEN,2016,18.2
TGO,2001,28.3
GNQ,2007,20.2
ERI,2018,25.3
MOZ,2008,20.0
CPV,2015,17.0
CMR,2008,27.3
ETH,2021,16.4
RWA,2015,20.6
CMR,2004,30.6
NGA,2017,18.1
MRT,2018,20.1
SYC,2007,23.6
NGA,2020,16.9
SDN,2014,23.9
SLE,2014,24.1
ERI,2010,26.5
MLI,2005,21.5
TZA,2021,20.2
CAF,2020,27.4
UGA,2008,20.2
TCD,2005,23.1
MOZ,2010,36.0
NER,2018,20.1
NGA,2020,17.9
KEN,2011,18.6
BEN,2015,25.4
NER,2004,20.2
LBY,2011,19.4
DJI,2012,19.9
UGA,2004,28.4
SDN,2006,23.3
ETH,2002,24.3
CAF,2015,39.1
DZA,2000,16.4
SLE,2007,26.9
GNB,2002,36.6
COM,2014,21.3
SWZ,2003,32.0
EGY,2021,21.4
MOZ,2021,22.3
MAR,2001,23.3
CAF,2015,27.1
COD,2017,25.2
COD,2015,23.8
SLE,2008,27.2
GAB,2005,21.6
COM,2021,19.9
NGA,2010,17.0
COM,2019,20.7
RWA,2018,22.6
DZA,2005,16.8
LBY,2003,21.4
MOZ,2011,28.1
UGA,2004,33.3
BEN,2014,25.2
LBY,2014,21.1
TCD,2009,23.6
LBY,2020,18.5
DZA,2003,18.9
BEN,2008,24.8
GNQ,2018,20.2
CIV,2015,27.0
BFA,2021,21.3
UGA,2009,23.6
MOZ,2021,26.6
ERI,2003,30.6
CPV,2010,16.7
CPV,2010,12.3
SSD,2000,23.7
BDI,2004,29.9
