iso3,year,diabetes
SEN,1994,5.2
AGO,2005,6.2
COG,1982,3.6
MUS,1993,10.8
MLI,2005,6.4
MDG,1996,3.6
LBR,1988,4.4
ZMB,1985,4.0
KEN,2013,5.9
NGA,2003,5.0
ERI,1990,3.0
SEN,2000,5.8
KEN,2011,5.8
CMR,1992,3.9
GAB,1999,7.2
MWI,2005,5.2
SLE,2013,6.9
SDN,2006,
DJI,1996,7.1
GNQ,2010,8.4
STP,1989,5.1
RWA,2013,4.5
ZAF,1983,6.5
AGO,1997,4.8
LBY,1992,9.9
NER,1996,3.7
DJI,2002,7.8
GIN,1991,3.4
NGA,2011,5.9
TUN,1992,6.6
COG,1996,5.3
SYC,2014,10.4
SWZ,1984,4.6
SSD,1990,
SWZ,1987,5.0
UGA,2012,4.1
RWA,1988,1.4
TCD,1997,3.7
BEN,2014,7.4
GNQ,1997,5.0
DJI,1982,5.8
SLE,2014,6.6
GAB,1997,6.9
GHA,1996,4.7
LBY,2004,13.3
COM,1993,4.6
ETH,2011,5.4
SEN,1980,3.8
TGO,2000,5.1
ETH,1982,2.3
COM,2003,6.1
UGA,1990,2.2
CIV,2011,6.5
MUS,2007,12.2
SWZ,1988,6.4
ZAF,2007,10.0
ETH,2011,4.7
EGY,2011,14.6
DZA,2001,9.1
EGY,1987,9.4
TCD,1990,3.3
SOM,1997,4.6
CIV,1994,4.6
UGA,1981,1.5
SLE,1982,3.4
DJI,1996,7.8
ZMB,1998,5.2
LBR,1999,4.8
ZAF,1996,7.9
TUN,1983,5.8
GIN,1994,3.7
MUS,1994,10.5
ZMB,2007,5.6
MAR,2000,9.1
LBR,2008,6.2
DJI,1982,5.9
AGO,2005,6.1
GIN,2000,4.5
MLI,1984,3.1
KEN,1997,3.8
SYC,1982,6.6
SEN,2011,7.0
RWA,2012,4.2
CIV,2006,6.3
DZA,2011,11.7
CAF,1991,3.9
SDN,2013,
GHA,1981,3.1
MAR,1983,5.3
TCD,2005,6.3
ZMB,1986,4.4
RWA,1994,2.3
BDI,1989,1.8
ZWE,1997,6.4
SOM,1990,4.1
NAM,2006,6.4
COD,1991,3.3
GMB,2007,7.7
MAR,2004,10.3
SOM,1987,3.7
ERI,1989,2.8
CIV,1984,3.5
RWA,1998,2.8
MUS,1993,9.8
GIN,1981,2.5
EGY,2003,14.4
BWA,1997,5.0
SOM,2005,6.3
BEN,1988,3.4
CAF,1998,4.7
MAR,2012,13.2
ZWE,2006,7.1
SYC,1995,7.6
MOZ,2008,5.6
SYC,2014,10.4
DZA,1999,9.0
DJI,2009,8.6
SLE,1982,3.5
KEN,1985,2.5
CMR,1998,4.5
MWI,2002,4.9
GNB,2001,5.1
MUS,1980,8.1
ZWE,1995,5.4
TGO,1989,3.9
MLI,1986,3.2
COM,1989,4.1
GMB,1985,3.7
CAF,2007,6.0
TGO,2004,5.7
LSO,2011,8.2
SYC,2011,9.8
NER,1982,2.5
GMB,2013,8.4
SWZ,2007,8.3
GNQ,1985,3.3
GNQ,2011,8.7
GAB,1988,5.1
EGY,1995,9.5
BFA,2013,7.2
MWI,1996,4.0
SOM,1989,3.9
NAM,1981,3.3
SWZ,1981,2.8
LSO,2002,5.0
GHA,1992,4.1
MDG,1999,4.6
GIN,2014,6.4
MUS,1995,11.0
GIN,2003,4.9
BDI,1993,1.9
SOM,2014,6.2
TCD,1992,3.9
NER,2001,4.3
MLI,2000,4.9
COG,1981,3.5
GAB,2007,8.8
DZA,1988,6.7
BEN,2002,5.6
LBY,1992,10.7
DZA,2008,11.2
CIV,1985,3.5
CPV,1987,4.1
TUN,2002,9.5
BFA,1987,2.8
BEN,2012,7.2
ZAF,1985,8.0
RWA,1980,1.6
SEN,2011,7.2
STP,2007,7.4
SDN,2009,
MOZ,1982,2.8
RWA,1985,1.6
NER,1987,2.8
TGO,1993,3.9
SEN,2013,7.3
TUN,1994,6.9
GNB,1996,4.4
GAB,2002,8.1
SYC,2007,9.7
MAR,1987,6.2
CAF,2011,7.1
LBY,1983,8.8
BWA,1982,4.1
MOZ,1993,3.9
COM,2011,7.4
SSD,2004,
NER,1987,2.8
TUN,1988,6.6
KEN,2007,5.1
CIV,2004,5.7
GHA,1991,3.9
SSD,1996,
EGY,2001,11.1
ZMB,1994,4.4
TGO,2010,6.5
RWA,1982,1.1
TCD,1985,2.7
CIV,2008,5.6
MOZ,2011,6.0
SEN,2009,6.8
MLI,2002,5.2
GHA,2011,6.2
COD,1997,3.8
SEN,2012,7.1
ZMB,1983,3.9
KEN,2004,4.8
ZMB,1986,4.1
BDI,2005,3.1
SEN,2000,5.8
TCD,2010,7.2
NGA,2007,5.4
COM,2004,6.3
AGO,1980,2.9
MRT,1981,3.8
LBY,2006,12.6
ZAF,2004,10.6
CMR,1989,3.8
SYC,1994,7.5
GNQ,2010,8.5
SOM,1984,3.4
CAF,2008,6.3
NER,2001,4.1
GNB,2010,6.3
GHA,2001,5.2
SLE,1999,5.1
SDN,2005,
SSD,2012,
GAB,1980,3.8
DZA,1982,5.4
LSO,1983,2.4
NER,1991,3.3
ZAF,1989,8.3
SLE,2002,5.2
DZA,1994,7.2
GMB,2003,6.1
SOM,1993,4.6
LBR,2003,5.7
ZMB,2010,6.2
AGO,1990,3.9
LBR,2002,6.0
MLI,2012,6.1
ERI,1993,3.4
TCD,2001,5.5
ERI,2002,4.2
CPV,2001,6.9
ZAF,2013,11.1
GNB,2005,5.7
COM,1991,4.3
GNQ,2007,7.7
TUN,1989,7.5
SLE,1993,4.4
MDG,1983,2.7
TUN,1999,8.0
ZWE,1992,5.0
EGY,1999,10.5
CMR,2001,5.1
LSO,1995,6.8
CAF,1983,3.1
COD,2005,4.7
MLI,1997,4.5
SLE,2011,6.4
RWA,1989,1.8
GHA,1989,3.7
BFA,2006,4.6
BFA,1994,3.8
CAF,1995,4.2
UGA,1996,3.0
AGO,2000,5.2
MLI,1984,2.8
GHA,2000,5.2
DZA,1991,6.5
UGA,1995,2.2
MOZ,2010,6.1
NER,2000,4.5
KEN,1985,2.8
BDI,2006,3.2
NER,2004,4.3
MAR,1982,5.5
BDI,1983,1.6
BEN,1995,4.3
NER,2001,4.6
SDN,1983,
GIN,2002,4.8
BDI,2010,3.7
ERI,2006,5.0
ZAF,1983,5.0
LBY,1997,10.8
TZA,1999,4.6
BWA,1989,4.5
GHA,1999,5.0
BFA,1998,4.5
CIV,1991,4.4
KEN,2013,6.0
GNB,2006,6.0
DZA,1994,7.9
ZMB,1995,5.0
RWA,1980,1.4
ERI,1994,3.2
UGA,1988,1.7
EGY,1980,8.0
GNB,2006,6.2
TZA,2011,5.8
ZWE,2010,6.1
LBR,2007,6.7
SEN,2008,6.7
ZMB,2007,5.9
RWA,1995,2.4
DJI,2002,8.3
DZA,2004,9.6
ETH,1980,2.5
GIN,2013,6.2
MDG,1995,4.1
SSD,1993,
KEN,2012,5.7
SEN,1981,3.7
NAM,2006,6.0
MWI,2010,5.5
BFA,1989,2.8
MDG,2012,4.6
NAM,1990,4.5
COG,2007,6.6
SWZ,1992,5.8
EGY,2008,13.4
BDI,1997,2.2
TCD,2008,6.0
EGY,1993,10.1
GNB,1980,2.6
NAM,1998,4.5
TUN,1987,7.1
MWI,1995,3.9
BDI,2011,3.8
MRT,2000,6.9
SDN,1985,
SWZ,1980,4.1
CPV,1992,4.9
ETH,1987,2.7
ETH,1988,2.9
BEN,2007,6.3
BFA,1985,2.6
SOM,2013,6.1
BEN,1980,2.9
CPV,1981,3.3
EGY,2011,18.2
DZA,1983,5.5
BFA,2000,4.3
NGA,1995,4.1
ETH,2009,4.8
GMB,2001,5.8
COG,1991,4.7
RWA,1981,1.1
KEN,2005,5.0
KEN,2006,4.8
ZAF,1992,5.9
ZWE,1983,4.3
ZAF,2002,9.0
ETH,2006,4.5
COG,1982,3.5
GHA,1993,4.2
GHA,2012,6.3
MOZ,2004,5.2
LBR,2009,6.7
UGA,1989,2.5
GNQ,2004,6.9
GAB,2000,7.7
CMR,1984,3.2
SDN,1986,
ZWE,2011,6.8
SOM,1992,4.2
MRT,1992,5.2
CAF,2013,7.8
ERI,1990,2.9
MDG,2008,5.6
SSD,1983,
RWA,2004,3.2
CMR,2006,5.7
ZAF,1995,9.0
SWZ,2011,7.3
DZA,2001,8.8
CMR,1983,3.2
STP,1990,5.7
TZA,1988,3.2
DZA,1989,6.1
COM,2010,7.2
SYC,1999,7.8
TCD,1987,2.8
TZA,2002,4.8
NAM,1999,5.7
MLI,2006,5.9
BDI,1986,1.8
RWA,2014,4.5
NER,2007,4.6
SWZ,1986,3.4
BWA,1998,5.2
TZA,1995,4.1
CMR,1998,4.7
ZMB,1997,5.2
DJI,1989,6.7
TUN,2003,9.1
CMR,2000,4.9
EGY,2010,17.6
MWI,1996,4.0
BWA,1993,5.4
GIN,2011,6.3
CPV,2008,7.8
GIN,2006,5.3
SWZ,1997,8.0
MOZ,2001,5.0
BEN,1994,4.8
BDI,1989,2.0
GIN,2009,5.7
SLE,2003,5.3
NGA,2014,6.2
NGA,1984,3.0
SEN,2006,6.4
CIV,2009,5.7
ZWE,1996,4.6
GMB,2012,8.9
GHA,1984,3.3
NER,1993,3.4
GNB,2011,7.0
RWA,2009,3.9
ZWE,1996,6.3
BFA,2003,4.7
MWI,2011,6.1
CPV,1988,4.2
CIV,1991,4.3
GIN,1995,3.8
COD,2010,5.5
MRT,1987,5.0
CMR,2012,6.5
CMR,2009,6.1
GNB,2004,5.9
ZMB,1981,3.7
COG,2013,7.5
STP,1985,4.8
TZA,1992,3.7
NER,2013,5.8
NGA,2012,5.8
SSD,2013,
NGA,1997,4.5
MOZ,1987,3.1
SYC,1994,6.9
LBY,1991,10.5
COD,1999,4.1
SSD,1996,
COM,2007,6.7
DJI,1992,7.2
SWZ,1992,4.2
DZA,1988,5.9
SYC,1985,6.4
GIN,1992,3.5
GNQ,2003,6.6
SDN,1998,
BEN,2000,5.3
TCD,1991,3.1
LSO,1986,2.7
ZAF,2011,9.2
MAR,1988,6.1
SDN,2004,
SOM,1982,3.2
MOZ,2004,5.4
EGY,1986,9.2
MLI,1995,3.8
COG,2003,6.0
GHA,2005,5.7
CAF,1995,4.4
SSD,2013,
TZA,2010,5.6
GNB,1989,3.5
BFA,2000,3.9
SSD,1980,
GAB,1984,4.5
LBY,1994,9.6
KEN,1988,2.8
ZAF,2014,9.7
MDG,1994,3.5
TZA,1985,3.0
CAF,2002,5.3
SDN,1981,
ETH,2003,4.5
SYC,1982,6.0
LBR,1987,5.0
STP,1981,4.2
LBR,1986,4.1
MWI,2012,6.0
LSO,1997,7.1
EGY,2012,18.7
ZWE,1990,5.7
CIV,2014,7.3
BDI,1998,2.5
MRT,2002,7.2
TUN,1997,8.3
SOM,2011,7.0
BEN,1992,4.5
SOM,2003,6.0
MWI,1983,2.5
NGA,1992,4.0
CMR,1981,3.0
RWA,1985,1.3
LSO,2003,8.2
STP,1996,6.5
ZMB,1992,4.6
DJI,2007,8.5
TZA,1986,3.0
TUN,2004,9.3
KEN,1999,4.2
GHA,1995,4.5
EGY,1984,8.0
GAB,1988,5.1
BDI,2005,3.2
MWI,1995,4.0
TUN,2013,12.6
MDG,2002,4.4
MUS,2013,13.0
LBY,2013,15.6
NER,1985,2.7
TUN,2008,10.9
KEN,1996,3.9
MLI,2001,4.5
SYC,1986,6.5
BFA,1993,3.4
SSD,2007,
ZAF,2001,8.8
SDN,1992,
SSD,1998,
GAB,1998,6.9
BFA,2011,5.9
DZA,1981,4.8
MUS,1984,8.6
GNQ,2002,6.3
TZA,1986,2.8
TZA,1996,4.2
SWZ,1986,6.0
ZMB,1988,4.6
SLE,1985,3.7
MUS,1985,8.8
SLE,1984,3.6
TGO,1994,4.3
MWI,1988,3.2
COG,2010,7.0
MUS,2009,12.5
SYC,1999,8.7
MAR,2003,10.0
NAM,1985,3.6
GHA,1995,4.6
SEN,1997,5.5
MRT,1988,4.5
MAR,1986,6.1
MUS,2000,11.4
NAM,1983,2.8
BWA,1982,2.2
EGY,2003,13.1
DJI,1990,6.9
BEN,2012,6.7
KEN,1990,3.0
SWZ,2014,11.3
GIN,2012,5.8
NGA,1989,3.7
LBR,2003,6.1
SYC,1985,7.0
ZMB,1999,4.8
SOM,1981,3.2
SEN,1984,4.2
AGO,2013,8.3
MAR,1984,6.0
GNQ,2006,7.4
SWZ,1991,6.9
CAF,1982,3.0
GNB,2006,5.8
ZMB,2012,6.3
COD,1989,3.1
STP,2004,7.6
TZA,1989,3.2
SLE,1998,5.0
BWA,1999,5.4
GMB,1999,5.9
TUN,2001,8.5
ZWE,2007,7.1
MWI,2002,4.8
KEN,2003,4.8
ZAF,2007,8.5
BFA,2008,4.8
ERI,1986,2.6
BFA,1986,2.9
GHA,1999,4.9
EGY,1992,9.8
RWA,2014,4.4
CPV,1989,4.3
DZA,2008,10.7
CMR,1981,3.1
GMB,1985,3.6
SYC,2013,10.2
TZA,2007,5.4
GIN,2012,6.1
CAF,1999,5.0
MLI,2010,6.6
NGA,2013,5.9
COG,1998,5.5
LSO,1996,5.7
EGY,1988,8.9
STP,1997,6.6
MOZ,1992,3.6
ZWE,2003,6.3
COM,2000,5.6
ZAF,1980,6.3
STP,2002,6.8
COG,1981,3.5
SDN,1982,
SEN,1993,5.1
TUN,1985,6.8
BEN,1984,3.0
MWI,1983,2.7
NAM,1980,2.6
TUN,2002,10.1
TUN,2010,11.0
NGA,2003,4.9
SDN,2007,
LBR,2004,5.5
SLE,2008,6.2
TGO,2005,5.6
MRT,2012,8.2
SYC,2006,9.5
MRT,2007,7.6
CMR,2000,4.8
ETH,1994,3.4
GNQ,1983,2.8
NGA,2005,5.2
UGA,1983,1.5
CMR,2011,6.3
DZA,1991,7.3
TGO,2008,6.5
BFA,2012,6.0
GMB,1986,3.7
STP,2010,8.0
AGO,1981,2.7
DJI,1981,5.8
GHA,2001,5.3
CPV,1985,3.7
STP,2014,7.8
NER,1981,2.5
MLI,2014,6.4
SYC,1992,7.7
MWI,2009,5.8
MRT,2010,8.4
COG,1988,4.4
CAF,2006,6.0
LBY,2011,14.9
BEN,2005,6.0
MUS,1988,9.3
NGA,1986,3.4
COG,1999,5.6
SDN,2013,
MWI,1996,4.1
TZA,1998,4.4
GNB,1987,3.3
MDG,1995,3.8
GMB,1992,4.6
STP,1985,4.6
COM,2006,6.6
BFA,2013,5.3
ZMB,2003,5.6
UGA,1998,2.5
UGA,2006,3.8
MDG,1990,3.2
MRT,1997,6.1
GAB,1984,4.5
TUN,1998,7.8
STP,2001,7.3
DZA,1993,7.3
NGA,1984,3.4
BDI,2009,3.6
ETH,1990,3.0
COM,2002,6.0
ERI,1987,2.7
TGO,2013,7.0
GAB,1997,7.1
RWA,1989,2.1
GNB,2001,5.2
BFA,1996,3.4
EGY,2009,13.8
KEN,1980,2.1
COM,2010,7.2
GHA,2003,5.5
BFA,1981,2.4
NAM,2004,5.6
CIV,1997,4.6
TCD,2012,5.8
MRT,1982,3.9
ETH,1990,3.0
LBY,2002,12.7
ERI,2004,4.4
MOZ,2013,6.2
GIN,1998,4.2
COD,1995,3.7
NER,2014,5.9
SYC,2012,10.1
EGY,1983,7.0
BDI,1981,1.3
MLI,2007,6.0
SSD,1984,
SWZ,1993,7.2
CAF,1985,3.2
TGO,1992,3.8
KEN,2012,5.5
UGA,1982,1.8
DZA,1995,7.7
COG,2010,7.0
MLI,1982,3.2
SLE,1990,4.1
MDG,2007,5.5
MAR,2000,9.2
SLE,1995,4.7
NER,2008,5.3
GNB,2002,5.5
GIN,1984,2.8
BWA,1987,2.9
ZAF,1993,8.7
RWA,1993,2.2
UGA,2001,3.4
NAM,1983,3.4
SDN,1992,
SOM,1996,4.6
SEN,2007,6.6
SEN,1983,4.2
SWZ,2001,5.6
LBR,1987,4.6
SLE,2005,5.8
ZWE,2012,6.9
CIV,2001,5.7
GHA,1992,4.2
LSO,1980,4.8
SEN,2010,6.9
UGA,2009,4.1
MLI,1984,3.3
NER,1997,4.1
CMR,1990,3.9
EGY,1988,9.7
ETH,1992,3.2
LBY,2001,12.5
NGA,1986,3.2
MAR,2011,12.6
LBR,2010,6.9
STP,2011,8.1
MOZ,1990,3.6
CPV,1995,5.4
COM,1986,3.7
SLE,1989,4.0
RWA,1992,1.8
ETH,2008,5.1
MRT,1991,5.4
GHA,2008,6.0
CAF,2006,6.2
NGA,1988,3.8
ETH,1999,3.9
MOZ,2011,6.2
COD,1980,2.6
CAF,1999,4.7
MUS,2005,11.7
MUS,2011,12.6
EGY,2002,12.8
ERI,2013,4.9
STP,1998,6.7
EGY,2012,15.1
COM,1997,5.1
GIN,1997,4.1
ZAF,2007,11.3
MRT,1990,4.9
ZAF,1984,5.0
SLE,2009,6.3
BDI,1990,1.6
SWZ,1981,4.2
COM,1994,4.8
COM,1988,4.0
NER,2002,4.7
CAF,1998,4.8
MUS,2004,11.9
GNB,2003,5.4
MRT,2011,8.5
BWA,2008,6.5
CMR,2006,5.7
UGA,2001,2.7
ZMB,2010,6.1
BWA,2004,8.0
SEN,1989,4.6
GHA,1986,3.5
SDN,1999,
SOM,2009,5.7
NGA,1987,3.5
GAB,1982,4.1
BEN,1986,3.4
SEN,1992,5.0
LBY,2008,13.3
MWI,1997,4.2
DJI,1980,5.7
NGA,2014,6.3
MAR,2003,10.0
CIV,1987,3.7
ERI,1992,3.0
BEN,2001,5.8
RWA,2005,3.5
GMB,2009,7.0
AGO,1980,2.6
TCD,2012,6.6
MAR,1996,7.8
MAR,2002,9.6
SYC,2008,9.6
TGO,2004,6.0
ZAF,1986,6.7
ZWE,2002,6.2
BFA,1993,3.2
ZWE,1982,3.1
TUN,1992,8.1
GAB,1990,5.6
COD,1994,3.6
UGA,1981,2.1
ZMB,1996,4.8
LSO,1985,5.2
MLI,1999,5.2
SOM,2007,6.6
SSD,2003,
CPV,2003,7.0
BWA,2000,7.5
CIV,2002,5.5
MLI,2008,7.1
MRT,2010,8.8
COM,1995,4.8
ERI,2006,4.3
MRT,1997,6.8
SOM,2001,5.3
GIN,1982,2.6
SYC,1999,8.3
MUS,1984,7.7
UGA,2014,4.6
CMR,2004,5.4
CIV,2001,5.0
NAM,1987,4.3
STP,1999,6.8
GNQ,2004,6.8
BWA,1990,5.7
MUS,2004,11.6
CAF,2012,7.2
COG,2002,5.9
CMR,1984,3.3
TGO,1993,4.1
SEN,1988,4.5
SDN,1982,
MAR,2004,10.3
GHA,1994,4.4
COM,1984,3.5
MWI,1981,2.4
KEN,1989,2.9
NAM,2000,5.4
COD,1991,3.3
LSO,2010,8.1
BWA,2014,8.6
TCD,2014,7.9
TUN,1996,8.1
BDI,1987,1.4
ETH,1983,2.6
KEN,1999,4.0
BFA,2003,5.4
CAF,2002,5.2
MWI,1990,3.2
CIV,2012,7.0
NAM,2012,7.0
NGA,1993,4.2
NER,2012,5.7
MWI,1991,3.5
TZA,1989,3.4
ETH,2008,4.7
ERI,2007,4.7
RWA,1996,2.5
MLI,1982,2.9
SDN,2002,
SDN,2000,
CPV,2013,8.4
ZAF,1987,6.8
RWA,2000,3.2
DJI,1993,7.1
SOM,2007,5.6
SSD,2005,
COG,2000,5.7
CAF,2007,6.2
TCD,2013,7.7
ETH,1984,2.6
SEN,1987,4.4
ZAF,1999,7.0
COD,1985,2.7
BFA,1995,4.0
MUS,2006,12.2
TUN,2005,10.2
CAF,2002,5.4
CIV,1995,4.7
LBY,1980,9.1
MAR,2009,11.8
CMR,1991,3.9
TZA,1986,3.1
ERI,1983,2.5
GAB,1986,4.8
NAM,1999,5.2
SYC,1996,7.8
GMB,2003,6.8
LBR,2012,7.3
DZA,1986,5.6
BEN,1980,2.7
NAM,2001,6.0
GHA,1982,3.2
DZA,1982,5.8
TUN,2014,12.9
LBR,1983,4.3
GNB,1983,2.9
DJI,1981,5.8
TUN,1986,6.2
SYC,1991,7.6
LBR,2011,6.9
AGO,2005,6.4
CPV,1989,4.4
TCD,1987,3.3
BEN,2007,6.6
COM,2008,6.8
ZWE,2004,5.6
BDI,2013,4.0
ZWE,2013,7.0
TCD,2003,5.8
COM,2005,6.3
GHA,1986,3.5
MRT,1982,4.3
MWI,2001,4.7
MLI,2004,5.5
SYC,2001,8.9
CAF,2003,5.6
GNQ,1999,5.5
CPV,1991,4.6
GNQ,2014,9.2
MAR,1988,6.4
GIN,2006,5.5
COG,1993,4.9
RWA,2001,2.8
MLI,2012,7.9
BWA,2014,7.6
CAF,2006,5.8
TGO,1981,2.9
TGO,1992,4.3
CPV,1990,4.5
GNB,2014,6.8
KEN,1998,4.1
GAB,2012,9.7
GHA,1984,3.3
DZA,2006,10.4
AGO,1992,4.2
TCD,1985,3.1
MUS,1992,10.1
TCD,1998,4.9
CIV,1985,3.7
GHA,2003,5.4
CAF,2003,5.3
SLE,2014,7.1
BFA,2004,5.6
TZA,2007,5.4
SLE,1981,3.4
MRT,2000,6.5
MRT,2003,7.8
LSO,1986,4.2
GAB,2003,8.1
GAB,2007,9.0
COG,2004,6.2
RWA,1991,2.3
SDN,2012,
CPV,2007,8.2
BWA,1984,4.4
ERI,2010,5.4
TUN,1995,7.2
ETH,1981,2.5
GNB,2011,6.5
MDG,2012,5.3
COG,2006,6.4
GAB,1985,4.7
ETH,1995,3.5
LSO,1982,5.0
TCD,1986,3.2
SSD,1999,
MUS,2010,12.3
MLI,2005,5.7
MLI,2013,8.1
BDI,2012,3.9
MWI,1984,2.8
GMB,1988,4.0
SDN,2005,
SOM,1987,3.7
TCD,1981,2.8
SYC,1996,8.3
COG,2014,7.7
MRT,2008,8.5
CMR,1982,3.2
AGO,1996,4.7
NER,1986,2.7
BFA,1985,2.5
GNB,1990,3.6
SYC,1997,8.4
MUS,1990,9.7
LSO,2011,9.4
BEN,2011,6.5
SSD,2011,
ETH,1994,3.3
DZA,2005,10.4
GHA,1984,3.3
COD,1996,3.8
MWI,2004,4.9
BEN,1983,3.4
BEN,1987,3.5
SWZ,1989,5.3
MDG,2005,5.3
BFA,1980,2.3
SWZ,2003,7.6
ZWE,1998,4.9
ZAF,2005,9.6
ERI,1994,3.4
SYC,2005,8.8
MWI,1986,3.1
MWI,2014,6.6
GNB,1990,3.6
STP,1998,6.4
CMR,1989,3.7
CIV,1986,3.6
ETH,1987,2.8
TZA,2003,5.0
CMR,2001,5.0
AGO,2003,5.7
MUS,2014,12.9
TZA,1997,4.3
BDI,1996,2.2
SLE,1988,3.9
UGA,1985,1.9
NAM,2006,6.6
BWA,2009,8.6
MWI,1992,3.5
SLE,1986,3.9
TZA,1980,2.3
SSD,2008,
AGO,1981,2.8
ZMB,2000,5.4
GHA,2014,6.4
CMR,1980,2.9
LSO,1995,3.8
ERI,1981,2.2
NER,2003,4.3
BDI,1981,1.6
AGO,1998,4.9
ERI,1987,2.6
CPV,2014,8.0
AGO,1993,4.3
MRT,2004,7.5
COG,1985,4.0
TCD,1984,3.0
DZA,2005,10.2
LSO,1981,4.9
CPV,1984,3.6
TUN,2011,11.7
SWZ,2013,11.0
MAR,1995,7.8
MRT,1980,3.3
MRT,1985,4.4
COM,1987,3.9
CIV,1995,4.4
SSD,1997,
COD,2009,5.2
SDN,1987,
UGA,2013,4.2
TGO,1997,4.4
EGY,2007,16.1
COM,2007,6.8
NAM,2011,7.2
ZAF,1994,8.9
TZA,2004,5.1
DJI,1991,6.6
SEN,1985,4.4
MRT,1991,5.1
MLI,2001,5.0
ZMB,1991,4.8
MUS,2005,12.1
MAR,1997,8.4
GIN,1996,4.0
GHA,2013,6.3
MDG,2004,5.2
MRT,2013,8.3
GHA,1986,3.4
MDG,1993,3.4
EGY,2013,19.3
GIN,1993,3.6
ZWE,1986,4.5
GMB,2010,8.4
MWI,2001,4.6
GMB,2006,6.5
MWI,2006,5.4
MRT,1981,3.4
SWZ,2012,7.4
MDG,2002,4.0
BDI,2001,2.6
MRT,1995,6.5
COG,1997,5.4
SWZ,2014,9.7
ZWE,1984,5.3
ZMB,2013,6.6
CIV,1981,3.3
COM,1999,5.4
BEN,1999,5.2
COD,1989,3.2
BEN,2009,6.9
LSO,2004,7.0
MOZ,1991,3.7
SEN,2009,6.9
BFA,1999,4.6
STP,2014,8.0
SEN,1985,4.1
KEN,2002,4.3
MLI,1989,3.9
SLE,1985,3.8
MLI,1996,4.8
DJI,1990,6.4
LBY,2003,11.6
NER,1994,3.5
DZA,1997,7.8
TUN,1987,5.7
ZAF,1997,6.6
KEN,1995,3.6
TCD,1998,3.9
SWZ,1998,5.1
SLE,2001,5.3
TCD,2010,5.5
ZWE,1986,5.4
COG,1987,4.2
MOZ,1983,2.5
BEN,1983,3.1
GHA,2002,5.3
AGO,2007,6.7
MLI,1981,2.8
GNB,1984,3.0
CPV,2014,8.5
MOZ,1999,4.7
CIV,1980,3.3
STP,1991,5.7
TCD,2008,5.2
CIV,1997,5.2
MRT,1994,5.6
MAR,2013,13.3
SEN,2013,7.4
GHA,1996,4.5
SLE,1987,3.9
COD,2014,6.1
TCD,1997,4.8
SEN,2011,7.1
MOZ,2013,6.1
COD,2011,5.5
TZA,2005,5.2
DJI,1993,6.8
SEN,2002,6.1
SOM,1988,3.8
ERI,2003,4.0
ETH,2000,4.2
TZA,2013,6.0
RWA,1990,1.6
BEN,1998,5.0
TGO,2011,6.9
TCD,1993,3.7
STP,2004,7.2
MLI,2002,4.7
GIN,2006,5.0
SYC,2004,9.3
TGO,2011,6.7
NGA,2009,5.7
AGO,2012,7.7
MAR,1994,7.7
GIN,2002,4.6
NGA,1989,3.5
BDI,1995,2.4
BWA,1993,6.4
CIV,2005,6.2
MUS,2006,11.9
LBY,1989,8.9
MOZ,1982,2.6
CPV,2006,7.5
DJI,2012,7.6
DJI,1999,7.2
KEN,2009,5.2
GNQ,1988,3.4
KEN,1987,2.7
SWZ,1984,3.1
COG,2005,6.3
STP,1985,4.5
COM,1997,5.4
SYC,2013,10.3
DJI,2008,8.0
COD,1996,3.8
CAF,1986,3.3
SEN,1996,5.4
SDN,1980,
ZAF,1988,6.9
LBR,2008,6.9
KEN,2006,5.2
CPV,1995,5.3
SOM,2014,7.4
GAB,1981,4.0
SDN,2007,
ERI,2001,3.9
BFA,2009,4.9
KEN,1996,3.7
BFA,2009,5.6
CIV,1998,5.1
CPV,1992,4.7
UGA,2002,3.5
GHA,2004,5.5
EGY,2005,12.3
TUN,2011,12.1
TCD,1982,2.7
TUN,2014,12.1
ZWE,1985,4.4
TCD,2004,6.0
SEN,2012,7.3
MDG,1985,2.9
SOM,1991,4.1
LBY,1995,10.4
GMB,1991,4.5
DZA,2001,9.4
TZA,1991,3.6
SOM,2004,5.3
MLI,2003,5.3
RWA,1997,2.7
GAB,2004,8.5
CMR,2010,6.2
MAR,2010,12.5
ZAF,2003,9.2
SLE,1999,5.0
AGO,2011,7.5
LBY,1999,10.5
SEN,1991,4.9
GIN,2004,5.0
MLI,2001,5.6
TZA,1984,2.8
NGA,1981,2.7
TZA,2008,5.4
ZMB,1997,4.9
DJI,1984,6.0
TUN,2002,8.8
SEN,1999,5.7
ZMB,2001,5.4
BDI,2005,3.2
SWZ,2014,7.9
MAR,1997,8.1
MOZ,1998,4.5
AGO,2013,7.6
MWI,1988,3.0
STP,2001,7.0
LBY,2010,15.4
GNQ,2013,9.1
LBR,1986,4.8
MUS,1986,8.9
CIV,1999,5.5
SOM,1992,4.3
TGO,2003,5.5
NAM,1989,4.4
MLI,2004,4.9
BWA,2006,8.2
CIV,2006,5.5
COD,1981,2.4
UGA,1991,2.3
SOM,2009,6.3
SSD,1994,
CPV,2009,7.5
GMB,2014,7.9
BEN,1980,3.1
BEN,1993,4.0
BEN,2013,7.3
TZA,2004,5.1
SYC,2008,9.3
UGA,2000,3.0
NER,2013,5.2
SWZ,1985,4.7
KEN,2010,5.5
RWA,1995,2.7
GNB,2014,7.1
